Id;type;image;URL;Content;Timestamp;Views (Organic);Impressions (Paid);Reach (Organic);Reach (Paid);Likes;Saved;Comments;Shares;Interactions;Engagement;Posts clicks (Paid);Post Interactions (Paid);Spend
"3654232877948365894_4362698656";"FEED_IMAGE";"https://scontent-lhr8-1.cdninstagram.com/v/t51.75761-15/504471454_18358823113146657_6521694047281904444_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=111&ccb=1-7&_nc_sid=18de74&_nc_ohc=bcZbFnavTpYQ7kNvwGCS0G0&_nc_oc=AdlWJRFMr6LZw_1qppX0hnx5NVVC-sc6xkYZrRR5BcByG3s3lGk8EJzAWQy60epw93U&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=0U-FEjJGZZf6nFWax0kRPA&oh=00_AfVuzOdgV9AVlL856q5Hwsm2CASi8F4dFOLiNzsUYFmkgg&oe=689A0727";"https://www.instagram.com/p/DK2cXEIqmxG/";"🏡 ¡Lo logramos!

Sumamos 1053 nuevos socios y socias en todo el país, gracias al compromiso de miles de personas, nuestros aliados y un voluntariado que se movilizó con fuerza y convicción.

Con estos aportes, mejoraremos las condiciones de vida de 27 familias que hoy viven en situación de emergencia habitacional, avanzando hacia nuestro objetivo anual de que 1000 familias dejen de vivir sobre piso de tierra.

Ampliar esta comunidad no solo transforma vidas:
💙 También nos permite planificar mejor y seguir creciendo como organización en todo el país.

Gracias por ser parte. Gracias por creer. Gracias por hacer.

#ElPoderDelHacer #TECHO #ComunidadDeSocios";2025-06-13 15:15;"11410";;"4785";;"313";"10";"8";"10";341;"7.13";;;
"3652029593591378009_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-1.cdninstagram.com/v/t51.75761-15/504088605_18358448023146657_6490757252973533298_n.webp?stp=dst-jpg_e35_tt6&_nc_cat=107&ccb=1-7&_nc_sid=18de74&_nc_ohc=D5iLT0mUwFYQ7kNvwFPYF7_&_nc_oc=AdlmFoSOUnDjHyDxxQ82Y0DQvsR9EZFuFVLSmB2ckyt0CGZ68uNQrWIBzctSQiUKhpM&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=0U-FEjJGZZf6nFWax0kRPA&oh=00_AfW6325oRGVMMiOA-UESDInMK1bXGhcID1U5ib_LrWvCSw&oe=6899F71A";"https://www.instagram.com/p/DKunZDrOnBZ/";"El equipo más grande de todos 🩵

Unidos y trabajando por una Argentina donde nadie viva en un piso de tierra 🇦🇷 #UnGolxUnTecho

Hacete hincha de TECHO y sumate a participar (link en bio)";2025-06-10 14:17;"19801";;"8316";;"537";"10";"2";"69";618;"7.43";;;
"3647133454899318171_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-2.cdninstagram.com/v/t39.30808-6/503977355_1146384930868424_3839924074033705881_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ccb=1-7&_nc_sid=18de74&_nc_ohc=OL2w6CrA1TUQ7kNvwEbUmV-&_nc_oc=AdmmvxuxE87o_w9MfuSpd6rv9QZ09_T6LF9WbIu_zak7OKq0b2y6Py3BCL2tKg-aDSw&_nc_zt=23&_nc_ht=scontent-lhr8-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=0U-FEjJGZZf6nFWax0kRPA&oh=00_AfUVCeMlTATbjUE5MXEGLvg_VbJDUGsGR2ZZZyB0u4gcgA&oe=6899F7B6";"https://www.instagram.com/p/DKdOI3Lt42b/";"#NiUnaMenos también es en los barrios populares.

Sin espacios seguros, sin calles iluminadas y sin acceso a la vivienda, la violencia de género se profundiza.

Hoy y todos los días, soñamos y accionamos por ciudades libres de violencias, donde ser mujer no sea sinónimo de riesgo en ningún barrio.

#3J #DerechoALaCiudad #TECHO

Fuente: Informe TECHO “Percepciones sobre la violencia en barrios populares” (2021)";2025-06-03 20:10;"18265";;"9488";;"506";"15";"3";"49";573;"6.04";;;
"3644241517010578733_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr6-2.cdninstagram.com/v/t51.75761-15/502975676_18357134656146657_1224846497542222343_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=100&ccb=1-7&_nc_sid=18de74&_nc_ohc=gylFm-CEDCAQ7kNvwFqGb-W&_nc_oc=AdlLFDW9Txq6DG3uVoImZ7HKdAjMY_CwXew8lkssNgE1BbqPHlxAD5MeBZV1k_-luGo&_nc_zt=23&_nc_ht=scontent-lhr6-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=0U-FEjJGZZf6nFWax0kRPA&oh=00_AfW2aS1Bdf7ok9jpR0d2AiCFclMb-YvFzNpHTXIsZtXU_Q&oe=689A0D29";"https://www.instagram.com/p/DKS8loJJW0t/";"La vivienda es el comienzo.

En solo 2 días, construimos viviendas de emergencia junto a familias de barrios populares.
Es una respuesta rápida para quienes hoy viven en condiciones críticas, muchas veces sobre piso de tierra.

Un primer paso hacia una vida más  segura.";2025-05-30 20:24;"100750";;"60204";;"1863";"85";"54";"319";2321;"3.86";;;
"3643258004038396206_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr6-2.cdninstagram.com/v/t39.30808-6/500647923_1142152171291700_3951876505709826283_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ccb=1-7&_nc_sid=18de74&_nc_ohc=6Qqe3VayCa8Q7kNvwHDmMku&_nc_oc=AdlR8-FU7K5uJag6t2qIAsjU7_oqgjeev5ofNWrPLN0_ih-CQYb-_J3HhPuFeDoJtZw&_nc_zt=23&_nc_ht=scontent-lhr6-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=0U-FEjJGZZf6nFWax0kRPA&oh=00_AfVIouN7czFeCWoyyKZdKHlC90WUDXJ7mfqyUuv9SKZdlw&oe=689A16CC";"https://www.instagram.com/p/DKPc9oTzqku/";"Se vienen las construcciones de junio 🏡 

Podes inscribirte desde nuestra plataforma actividades.techo.org/argentina (link en bio) o consultar con la sede que tengas más cercana 👇🏼

➡️ @comunidadtecho_cordoba 
➡️ @comunidadtecho_banorte 
➡️ @comunidadtecho_laplata 
➡️ @comunidadtecho_baoeste 

Quién ya tiene los guantes puestos? 🧤";2025-05-29 11:50;"22640";;"10665";;"550";"25";"10";"56";641;"6.01";;;
"3640448470061702120_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-2.cdninstagram.com/v/t51.75761-15/501501087_18356519104146657_4991646769813990215_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=101&ccb=1-7&_nc_sid=18de74&_nc_ohc=TF5DV1peoPsQ7kNvwG-STUC&_nc_oc=AdmKZFjcL2647cfUwpPAUdo_3iFVjbwMLHvVEadbjiuLE0Op2gOqopa_sHKmdtDDu78&_nc_zt=23&_nc_ht=scontent-lhr8-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=0U-FEjJGZZf6nFWax0kRPA&oh=00_AfVtYFI82EC6ZQ9xTqFr0gaCdw3hBj3m4UyU-bTUYAEqZw&oe=6899EA78";"https://www.instagram.com/p/DKFeJh5JFvo/";"Por una patria donde nadie viva sobre un piso de tierra 🇦🇷

#25demayo #diadelapatria #argentina

📸 @gonnza_d @fiogaretto";2025-05-25 14:48;"54781";;"34037";;"1863";"30";"10";"163";2066;"6.07";;;
"3639579055603619417_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-1.cdninstagram.com/v/t39.30808-6/500063873_1136832995156951_6250774266408850497_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ccb=1-7&_nc_sid=18de74&_nc_ohc=JeOrbwdvYRIQ7kNvwF8sawQ&_nc_oc=AdkNJMWfzB2lct3XvyPL8q9VXsueZMBa4BUdH9gKYa7ECJ3VFcaL48laqCjAC1Z0Z3Y&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=0U-FEjJGZZf6nFWax0kRPA&oh=00_AfVxH2KNe-tg3D8gpefTDerch2HpjTCkRmKevNHlC5Dfnw&oe=689A206E";"https://www.instagram.com/p/DKCYd4lNJZZ/";"Imaginate esto:

Después de un día largo, volvés a casa.
Pero no es solo llegar…
Tenés que caminar por el barro, esquivando charcos.
Y cuando por fin entrás, lo primero que ves es el piso de tierra. Fría, mojada.
No hay cerámica, no hay madera. Hay polvo. Hay huellas. 

Esto no es una historia lejana.
Esto le pasa a miles de familias todos los días.

Una casa no es solo un techo.
También es una base firme donde construir futuro.

➡️ Sumate a cambiar esta realidad, asociate a TECHO (link en bio).";2025-05-24 10:00;"20385";;"11006";;"656";"13";"3";"18";690;"6.27";;;
"3639004843214062581_4362698656";"FEED_IMAGE";"https://scontent-lhr6-2.cdninstagram.com/v/t39.30808-6/499877463_1135282428645341_2387997454776369357_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=102&ccb=1-7&_nc_sid=18de74&_nc_ohc=VFouXhonbq8Q7kNvwEwV5l6&_nc_oc=Adk1Ez0gT5V3LbEtZfljfKDyyLFEVdoRn2V3tRS5fFtmdNfMEFZewQsAfbO27m_7s4w&_nc_zt=23&_nc_ht=scontent-lhr6-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=0U-FEjJGZZf6nFWax0kRPA&oh=00_AfVhWdVGujWFUqOMzucdBpJhbPYcpZJENrb5laWwXLO8VA&oe=6899F84A";"https://www.instagram.com/p/DKAV5_ns0P1/";"Si hay algo que nos une es la pasión por ver una Argentina mejor 🇦🇷

Hacete hincha de TECHO y sumate a transformar realidades 🙌🏼💙 #selecciónargentina";2025-05-23 15:00;"14224";;"9015";;"371";"5";"10";"7";393;"4.36";;;
"3634785249179103400_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-1.cdninstagram.com/v/t51.75761-15/499304735_18355502509146657_2204184076565759252_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=109&ccb=1-7&_nc_sid=18de74&_nc_ohc=lQih-OelYUgQ7kNvwGyOpr0&_nc_oc=AdlZdM_kOA0-ccbYATFhLe15lqH33dSJIyspgLd0BCo71uXsQX-uc7aIhOV6M0lK4dg&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=0U-FEjJGZZf6nFWax0kRPA&oh=00_AfWDNvcY2lhC1NRNIl1OKquIO9XyGBlP7ESyX_rvVBOAtg&oe=689A0E54";"https://www.instagram.com/p/DJxWe0cJnCo/";"‼️ Campaña solidaria por las inundaciones en el #AMBA

Podes apoyar a los barrios populares acercando elementos de primera necesidad o hacer una donación virtual o transferencia";2025-05-17 19:16;"154609";;"90559";;"960";"47";"5";"474";1486;"1.64";;;
"3629432021739469341_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr6-2.cdninstagram.com/v/t39.30808-6/495369757_1127469932759924_1637819013393689134_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ccb=1-7&_nc_sid=18de74&_nc_ohc=cBz9RcGcorYQ7kNvwGmK8xd&_nc_oc=AdktFY67abhfLuTEmP_2ItebPzWjG4AwMmmXZ7cqRlpGr-ZCXdQIYInNlPo36SlK6Fo&_nc_zt=23&_nc_ht=scontent-lhr6-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=0U-FEjJGZZf6nFWax0kRPA&oh=00_AfUbtCKGhQ7CcfzO2v4suPvTff88yOJo8swdGcv1Nq8BFw&oe=6899F78F";"https://www.instagram.com/p/DJeVTG4NXod/";"La vivienda es el espacio donde construimos nuestro hogar y soñamos nuestro
futuro. Es el primer paso para una transformación de vida. 

🏡 Nuestro principal proyecto es acercar a las familias a una vivienda adecuada.

💙 Juntos podemos seguir construyendo un futuro más justo para muchas familias.

Sumate como socio/a de TECHO en el link de nuestra bio.";2025-05-10 10:00;"11307";;"6329";;"467";"6";"6";"6";485;"7.66";;;
"3622388689904780278_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-2.cdninstagram.com/v/t51.75761-15/491441150_18353505931146657_925567513766328662_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ccb=1-7&_nc_sid=18de74&_nc_ohc=ywgIaZ1QOlQQ7kNvwGGwHYO&_nc_oc=AdkWDxZEUj0lDdCq5VsKDTRVZU1FEeV4vR1NuHRPVeQ2Fwsmex65tzQMNvphhjXi-Bg&_nc_zt=23&_nc_ht=scontent-lhr8-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=0U-FEjJGZZf6nFWax0kRPA&oh=00_AfX6gAamGDUpx8hplpljHUI1LnrQVL5CB12LmrW1IE7yRQ&oe=689A023E";"https://www.instagram.com/p/DJFT1I8KsP2/";"Esto no es ciencia ficción.

🇦🇷 Si hay algo que nos une a los argentinos es la pasión por contarnos historias. Y en cada relato, lo que siempre brilla es nuestra historia común y la fuerza de unirnos para salir adelante.

🫱🏼‍🫲🏽 Nuestro trabajo es posible gracias a la comunidad que construimos juntos. 

➡️ Asociate a TECHO y construyamos la argentina que queremos (link en bio).

#eternauta #construyendoencomunidad #historieta";2025-04-30 16:46;"61267";;"33465";;"2441";"80";"6";"109";2636;"7.88";;;
"3621664283549843594_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-2.cdninstagram.com/v/t39.30808-6/494644264_1119770260196558_361777506396422337_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ccb=1-7&_nc_sid=18de74&_nc_ohc=dZHxC0ZHtKwQ7kNvwGD6k9l&_nc_oc=AdnvXy3HnlFO1PNpN6G5IOwJkwuUPu6z_bSsRld3JTVlgNnWyG41V5e3wFF9AC6Gu3c&_nc_zt=23&_nc_ht=scontent-lhr8-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=0U-FEjJGZZf6nFWax0kRPA&oh=00_AfU-Cq_MgM6crBSA0cEQtcq4TrSrMZhParCxI3C9yhaDpA&oe=689A096A";"https://www.instagram.com/p/DJCvHo8tUCK/";"Ella es Flavia, vecina de Concordia, Entre Ríos. 

Hoy, Flavia y su familia tienen una nueva vivienda. Como ella, muchas otras familias acceden a un techo gracias al compromiso de muchas personas:

voluntarios y voluntarias que construyen,
socios y socias que hacen posible el financiamiento,
vecinos y vecinas que se suman en la logística.

TECHO ES COMUNIDAD 💙 y vos también podes ser parte!

➡️ Con tu aporte económico podemos seguir construyendo viviendas de emergencia en barrios populares. 

Sumate desde el link en nuestro perfil.";2025-04-29 16:47;"14367";;"7205";;"674";"3";"5";"26";708;"9.83";;;
"3617241336841749361_4362698656";"FEED_IMAGE";"https://scontent-lhr8-2.cdninstagram.com/v/t39.30808-6/493230178_1115243980649186_5817988177457658875_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ccb=1-7&_nc_sid=18de74&_nc_ohc=25WZA3Qj2gMQ7kNvwFYXcPN&_nc_oc=Admd5307ttrAiMeqkcLNIxmefczN2q7VCjUa-L3fggpipuUYaXKKSNpIR2epBhOAusg&_nc_zt=23&_nc_ht=scontent-lhr8-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=0U-FEjJGZZf6nFWax0kRPA&oh=00_AfVhRKqhC1xLF8_js0AfnJlOcHiO87LAeSE0fyHpvi1o2A&oe=689A0591";"https://www.instagram.com/p/DIzBdS1T8Nx/";"Querida comunidad 💙 𝗛𝗼𝘆 𝘁𝗲𝗻𝗲𝗺𝗼𝘀 𝘂𝗻 𝗼𝗯𝗷𝗲𝘁𝗶𝘃𝗼 𝘂𝗿𝗴𝗲𝗻𝘁𝗲: 
👉 Sumar 1.100 socios y socias para construir 1.000 viviendas durante 2025.

🏡 Tu aporte mensual es lo que hace posible que sigamos construyendo: que las cuadrillas de voluntarios se movilicen, que las herramientas lleguen, que más familias accedan a una vivienda digna.

➡️ Asociate a TECHO y hace tu donación (link en bio)";2025-04-23 14:19;"18079";;"11311";;"371";"18";"15";"46";450;"3.98";;;
"3612958325993516386_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-2.cdninstagram.com/v/t51.75761-15/491414325_18352082512146657_6286892871937546974_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=101&ccb=1-7&_nc_sid=18de74&_nc_ohc=FZyShHbzBzUQ7kNvwGQcBCj&_nc_oc=Adn1WD1RHf5QrLavRL8dFmv3p62Wme2uefwO_FVLJkqTj9AEMtV2zimxPffjoyrz81w&_nc_zt=23&_nc_ht=scontent-lhr8-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=0U-FEjJGZZf6nFWax0kRPA&oh=00_AfWp6hhH5uoGseG7MYZCnbNijtgySoB_ODwyN-WsgMS-2w&oe=689A1DAF";"https://www.instagram.com/p/DIjznSJIi1i/";"Asociate a TECHO y hagamos que esta comunidad sea cada vez más grande 💙

Ingresá al link en nuestro perfil y sumá tu donación mensual para que más familias tengan acceso a una vivienda digna 🏡";2025-04-17 16:30;"10391";;"5415";;"343";"10";"1";"22";376;"6.94";;;
"3606239076379118862_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-1.cdninstagram.com/v/t39.30808-6/487793339_1096149119225339_4479292559272905348_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=111&ccb=1-7&_nc_sid=18de74&_nc_ohc=-i2GeQXq18EQ7kNvwH89K6h&_nc_oc=AdkAyNjp715lYADCEH7qyKCzmJ1k4dKet0ZzlXH1XM8V4Ynx14VDtvLclTpwJD2I6sU&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=0U-FEjJGZZf6nFWax0kRPA&oh=00_AfWHUyVKivY0Oqx6M1zBv1ZK-kAIjSi5IKedD8UnBQyMBw&oe=6899EBBA";"https://www.instagram.com/p/DIL71VStc0O/";"La importancia de aprender haciendo ⚒️

👉 Creemos en el trabajo colaborativo y el aprendizaje constante. Por eso motivamos el espacio de construcción como un encuentro multidisciplinario para seguir construyendo en comunidad.

Para más información escribinos a secundarios.argentina@techo.org 🙌

#construcción #secundarios #egresados #aprendizaje #docentes";2025-04-08 10:00;"12662";;"7314";;"389";"34";;"54";477;"6.52";;;
"3601165584696545557_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-2.cdninstagram.com/v/t39.30808-6/487453801_1096109575895960_5345473839737528066_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=1-7&_nc_sid=18de74&_nc_ohc=WJ4ZhPOf66oQ7kNvwG10nlQ&_nc_oc=Adl8zxE0NuiFShqBu9-UC1m6g1ow_N8DtdS_8qHE2UxW0YR6b94kkRXjNwV_VcFUc6g&_nc_zt=23&_nc_ht=scontent-lhr8-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=0U-FEjJGZZf6nFWax0kRPA&oh=00_AfXoLGFgwC8gq1l2Lt3MyTRizgKXUogsF_kcW_1txWYLPA&oe=6899F772";"https://www.instagram.com/p/DH56QT9MxEV/";"Para construir ciudades más resilientes y saludables, todos sus habitantes deben contar con el mismo acceso a bienes y servicios básicos que aseguren condiciones de vida digna. De lo contrario la vulnerabilidad frente a los efectos de la crisis climática se agudiza.

Lee más sobre el informe que realizamos junto con @jovenesporelclimarg 🔰“Resiliencia climática en barrios populares” (link en bio)";2025-04-01 10:00;"7652";;"3618";;"229";"12";;"14";255;"7.05";;;
"3596998127166698879_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr6-2.cdninstagram.com/v/t39.30808-6/484107170_1085794316927486_4233441406877459551_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ccb=1-7&_nc_sid=18de74&_nc_ohc=5BgBTrSOrNsQ7kNvwFZCWAz&_nc_oc=Adl_mZ_zGXTUYQibM5mgEdYeELLASRwXr3OmBzUhIBMuMB4GDHMt6QM5tSeX2VH0WF0&_nc_zt=23&_nc_ht=scontent-lhr6-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=0U-FEjJGZZf6nFWax0kRPA&oh=00_AfUbEtHlODjB-e0iTIfAfYBLsjAjWQvfkq2PDRZSg08SuA&oe=689A0930";"https://www.instagram.com/p/DHrGr0rhDV_/";"Vinimos a hackear la web 🖥️🖱️

Creemos que es posible construir un mundo más justo para todos y por eso pensamos algunas herramientas para el día a día 🤓 Qué otras sumamos?

#desinformacion #fragmentacion #fakenews #violencia #encuentros";2025-03-26 16:00;"9065";;"5191";;"242";"5";;"13";260;"5.01";;;
"3594642580902754271_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-1.cdninstagram.com/v/t39.30808-6/490389618_1104995118340739_3715823395380972722_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ccb=1-7&_nc_sid=18de74&_nc_ohc=qp0qQsqA8IkQ7kNvwE9Mx-v&_nc_oc=AdnOhix7Q15ziIBLDriBx0HkgL1ffQbyuuVZOa0ghhNrlOglyY3h9MOEhrRFLkV5Lvw&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=0U-FEjJGZZf6nFWax0kRPA&oh=00_AfVMCcgOXqoQtjSksqJsBTBbebL2qn9_3Z05Z4YatnIDbQ&oe=6899F433";"https://www.instagram.com/p/DHivGHRM7ff/";"Si querés hacer una actividad distinta con tu familia, este es el lugar 🩷

🏡 Trabajamos acompañando familias que necesitan una vivienda digna, porque creemos que es el primer paso para una transformación de vida. La vivienda es el espacio donde construimos nuestro hogar y soñamos nuestro futuro.

Si te interesa ser parte comentá ""FAMILIAS"" te compartimos más información 📩

#voluntariadofamiliar";2025-03-23 10:00;"14770";;"8138";;"460";"19";"19";"25";523;"6.43";;;
"3591368835286298905_4362698656";"FEED_IMAGE";"https://scontent-lhr8-1.cdninstagram.com/v/t51.75761-15/484230584_18348862087146657_224753670245883505_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ccb=1-7&_nc_sid=18de74&_nc_ohc=uL7OUhpGzAEQ7kNvwGrH9tz&_nc_oc=AdnjFTHLFn7vceEm4tfKDoTNYUBoPOBQadjLA2PwHcPfgwMJxrqRtsMBGMHcmF2mSgM&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=0U-FEjJGZZf6nFWax0kRPA&oh=00_AfUOrQfWDk9eVoRMYcvI8hbGBnqoUY_YOEjTBbrwyCtWAw&oe=6899F16C";"https://www.instagram.com/p/DHXGu2EpfEZ/";"PONEMOS LA PASIÓN EN ACCION JUNTO A @afa.oficial 🇦🇷 ⚽️🏠

Nos unimos para acompañar a familias en barrios populares de Argentina a salir de la emergencia habitacional. 

✅ Como primera iniciativa, lanzamos #UnGolXUnTecho en 2025, por cada gol de la  @afaseleccion se donará una vivienda de TECHO para familias en emergencia habitacional.

✅ Las primeras acciones estarán destinadas a las familias afectadas por el temporal en #bahiablanca 

✅ Esta alianza tendrá alcance en todo el país e impulsará acciones de sensibilización, recaudación y movilización de juventudes.

Porque en Argentina, ninguna familia debería vivir sobre un piso de tierra. 💙 #UnGolXUnTecho #TECHO #AFA";2025-03-18 21:35;"61322";;"47056";;"1254";"41";"37";"121";1453;"3.09";;;
"3590595886707880541_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-1.cdninstagram.com/v/t39.30808-6/489700173_1104978145009103_3023326602954818754_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=109&ccb=1-7&_nc_sid=18de74&_nc_ohc=11VBNoq5Ox0Q7kNvwH4ZarN&_nc_oc=Adny7tEzc1U9g-UKVQZfanMBzEbJ_Zw1BCiCIj9hgjIE9jnaxrVays_wtyR0nZ1hW0Q&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=qsmsKvwBrbGjFuEEfoVqUA&oh=00_AfUNixPl8FufYtb-Ks2QnyxZyrt934H1eE14EnfK1x2TQg&oe=6898B274";"https://www.instagram.com/p/DHUW-9nM7Jd/";"Si tenías dudas sobre qué significa ser voluntario/a acá están todas las respuestas! Bueno, al menos algunas 👀 

➡️ Si querés sumarte comentá ""Voluntariado"" + la provincia en la que vivís y te escribimos por privado 📩

 ️‍📲También podes inscribirte desde nuestra plataforma de actividades.techo.org/argentina";2025-03-17 20:00;"48454";;"31776";;"985";"176";"189";"183";1533;"4.82";;;
"3588270687119267536_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr8-1.cdninstagram.com/v/t39.30808-6/484181361_1082762450564006_1376278493180693682_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=111&ccb=1-7&_nc_sid=18de74&_nc_ohc=_aDLJYhSsPEQ7kNvwFqJN9E&_nc_oc=AdmmoeiZZz6KmEBcDAwgaEz0l3FNaknUq1nSl5jem8i_7kYUD4e1WCWazz4aJJNpXpY&_nc_zt=23&_nc_ht=scontent-lhr8-1.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfUMsI7Fp-3-fMp-VhOVt7KGrHPGiS5xRoKaRSMU2-gsSQ&oe=68976F4B";"https://www.instagram.com/p/DHMGS2vsNbQ/";"🏡💙 Arranca la primera construcción del año… ¡y es nacional! 🇦🇷 

Este fin de semana, más de 150 personas vamos a construir viviendas con baño en Zárate, junto a familias que hoy no tienen un hogar seguro.
Gracias a @softys.la por hacer esto posible.

🚀 ¿Querés sumarte a las próximas?
Comentá ""CONSTRUIR"" y te mandamos el calendario con todas las construcciones del año. ✨";2025-03-14 15:00;"19315";;"9916";;"947";"16";"53";"25";1041;"10.5";;;
"3586864026895557128_4362698656";"FEED_CAROUSEL_ALBUM";"https://scontent-lhr6-2.cdninstagram.com/v/t39.30808-6/490571807_1104948818345369_3028727271664425680_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=100&ccb=1-7&_nc_sid=18de74&_nc_ohc=c_dN3sVI6yoQ7kNvwFtjB5o&_nc_oc=Adlf-v5qPgo56nVp4E3bG7tenSS-x5P2Wuah0urlEJyYrQe2cUCx9kmy4yhus0NuyDY&_nc_zt=23&_nc_ht=scontent-lhr6-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=32v4RJavfa95adFXzA8pQg&oh=00_AfXPrL2hD_bWSL5Rt6O6S-0YjL4M8EWKRmpQMb483IQGsA&oe=68976135";"https://www.instagram.com/p/DHHGdQUvKII/";"TECHO ES COMUNIDAD 💙 y queremos que seas parte!

➡️ Con tu aporte económico podemos seguir trabajando en barrios populares, construyendo viviendas de emergencia para aquellas personas que hoy viven en un piso de tierra.

Sumate desde el link en nuestro perfil o ingresá a argentina.techo.org/hazte-socio-a/";2025-03-12 16:25;"15231";;"8378";;"311";"10";"4";"28";353;"4.21";;;
